2021-07-02 11:26:48.982308, 2021-07-02 11:28:38.265430
2021-07-02 11:29:51.299174, 2021-07-02 11:31:40.905755
2021-07-02 11:32:54.038185, 2021-07-02 11:34:45.024300
2021-07-02 11:35:57.557087, 2021-07-02 11:37:45.712962
2021-07-02 11:38:58.741252, 2021-07-02 11:40:49.281993
2021-07-02 11:42:01.609904, 2021-07-02 11:43:52.103270
2021-07-02 11:45:04.463441, 2021-07-02 11:46:55.326786
2021-07-02 11:48:07.543422, 2021-07-02 11:49:56.423646
2021-07-02 11:51:09.516088, 2021-07-02 11:52:57.884406
2021-07-02 11:54:10.376373, 2021-07-02 11:55:59.853925
2021-07-02 11:57:12.901537, 2021-07-02 11:59:01.401778
2021-07-02 12:00:13.491654, 2021-07-02 12:02:04.923445
2021-07-02 12:03:18.415724, 2021-07-02 12:05:09.306491
2021-07-02 12:06:21.537599, 2021-07-02 12:08:13.672796
2021-07-02 12:09:27.384164, 2021-07-02 12:11:17.562689
2021-07-02 12:12:30.300450, 2021-07-02 12:14:18.853222
2021-07-02 12:15:31.318835, 2021-07-02 12:17:20.797901
2021-07-02 12:18:33.377824, 2021-07-02 12:20:22.587185
2021-07-02 12:21:34.950604, 2021-07-02 12:23:24.468309
2021-07-02 12:24:36.563999, 2021-07-02 12:26:26.165573
2021-07-02 12:27:38.400310, 2021-07-02 12:29:28.976656
2021-07-02 12:30:41.770473, 2021-07-02 12:32:31.986952
2021-07-02 12:33:44.786157, 2021-07-02 12:35:34.477015
2021-07-02 12:36:47.195859, 2021-07-02 12:38:36.903295
2021-07-02 12:39:49.222663, 2021-07-02 12:41:39.909606
2021-07-02 12:42:52.861115, 2021-07-02 12:44:41.929705
2021-07-02 12:45:54.371776, 2021-07-02 12:47:44.261869
2021-07-02 12:48:56.248444, 2021-07-02 12:50:44.197436
2021-07-02 12:51:56.833330, 2021-07-02 12:53:46.056116
2021-07-02 12:54:58.094885, 2021-07-02 12:56:47.960191
2021-07-02 12:58:01.122633, 2021-07-02 12:59:50.272223
2021-07-02 13:01:03.031835, 2021-07-02 13:02:50.868582
2021-07-02 13:04:02.967366, 2021-07-02 13:05:53.391401
2021-07-02 13:07:05.649614, 2021-07-02 13:08:55.396884
2021-07-02 13:10:07.344547, 2021-07-02 13:11:55.964300
2021-07-02 13:13:08.937418, 2021-07-02 13:14:58.996090
2021-07-02 13:16:11.194282, 2021-07-02 13:18:01.355389
2021-07-02 13:19:13.838452, 2021-07-02 13:21:03.359329
2021-07-02 13:22:16.118771, 2021-07-02 13:24:05.384427
2021-07-02 13:25:18.382281, 2021-07-02 13:27:06.818599
2021-07-02 13:28:19.495592, 2021-07-02 13:30:07.659266
2021-07-02 13:31:20.121379, 2021-07-02 13:33:11.704364
2021-07-02 13:34:24.883946, 2021-07-02 13:36:14.125163
2021-07-02 13:37:26.818523, 2021-07-02 13:39:15.770653
2021-07-02 13:40:28.655033, 2021-07-02 13:42:17.530539
2021-07-02 13:43:30.963254, 2021-07-02 13:45:21.737723
2021-07-02 13:46:34.255108, 2021-07-02 13:48:24.173341
2021-07-02 13:49:37.259607, 2021-07-02 13:51:24.737682
2021-07-02 13:52:37.428003, 2021-07-02 13:54:26.387085
2021-07-02 13:55:39.042988, 2021-07-02 13:57:26.993061
2021-07-02 13:58:40.195262, 2021-07-02 14:00:30.308519
2021-07-02 14:01:42.189210, 2021-07-02 14:03:30.452850
2021-07-02 14:04:44.626213, 2021-07-02 14:06:34.694750
2021-07-02 14:07:47.208555, 2021-07-02 14:09:36.345415
2021-07-02 14:10:48.626454, 2021-07-02 14:12:39.750900
2021-07-02 14:13:52.660577, 2021-07-02 14:15:40.301800
2021-07-02 14:16:53.794594, 2021-07-02 14:18:54.777822
2021-07-02 14:20:10.235041, 2021-07-02 14:22:00.384003
